ticket_code,employee_id,technician_id,date_created,date_resolved,issue_category,issue_subcategory,priority,status,channel,resolution_time_hours,sla_target_hours,sla_met,satisfaction_score
TKT-00197,31,6,2025-09-03 15:27:00,2025-09-03 18:51:36,Account Access,Locked Account,Medium,Closed,Portal,3.41,24,1,4
TKT-00198,235,2,2026-02-26 12:42:00,2026-02-26 17:11:24,Network,VPN Connection,High,Resolved,Portal,4.49,8,1,5
TKT-00199,370,8,2026-04-20 14:08:00,2026-04-20 17:06:48,Account Access,Password Reset,Medium,Resolved,Phone,2.98,24,1,4
TKT-00200,106,6,2025-02-27 10:50:00,2025-02-28 11:14:00,Hardware,Laptop Performance,Low,Closed,Portal,24.40,48,1,3
TKT-00201,365,3,2025-12-29 08:09:00,2025-12-29 22:22:48,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,14.23,24,1,5
TKT-00202,198,7,2025-09-22 17:10:00,2025-09-23 03:25:36,Security,Malware Alert,Medium,Resolved,Email,10.26,24,1,4
TKT-00203,78,6,2025-05-06 17:32:00,2025-05-08 02:08:36,Printing,Printer Permissions,Medium,Resolved,Portal,32.61,24,0,2
TKT-00204,459,12,2026-02-05 10:50:00,2026-02-05 12:34:24,Software,Application Crash,High,Resolved,Portal,1.74,8,1,4
TKT-00205,303,8,2025-06-19 08:10:00,2025-06-19 11:43:36,Account Access,Password Reset,Medium,Resolved,Phone,3.56,24,1,5
TKT-00206,269,8,2025-05-19 09:19:00,2025-05-21 10:38:12,Hardware,Laptop Won't Start,Medium,Resolved,Walk-up,49.32,24,0,2
TKT-00207,463,4,2026-02-12 10:33:00,2026-02-12 11:28:12,Software,Application Crash,Critical,Closed,Portal,0.92,4,1,5
TKT-00208,442,8,2025-10-16 13:42:00,2025-10-17 06:25:12,Software,Application Crash,Low,Resolved,Phone,16.72,48,1,4
TKT-00209,30,1,2025-04-22 10:22:00,2025-04-22 23:06:24,Printing,Print Queue Stuck,Medium,Closed,Portal,12.74,24,1,4
TKT-00210,164,5,2025-04-08 11:50:00,2025-04-10 09:44:36,Hardware,Docking Station,Medium,Resolved,Portal,45.91,24,0,2
TKT-00211,465,1,2025-10-29 08:08:00,2025-10-29 09:00:48,Account Access,Password Reset,High,Resolved,Email,0.88,8,1,5
TKT-00212,178,6,2025-04-16 14:39:00,2025-04-17 04:57:36,Security,Malware Alert,High,Resolved,Phone,14.31,8,0,2
TKT-00213,32,11,2025-06-19 13:16:00,2025-06-19 21:38:48,Printing,Printer Offline,Low,Closed,Portal,8.38,48,1,5
TKT-00214,101,12,2025-04-30 13:00:00,2025-05-01 01:45:36,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,12.76,24,1,4
TKT-00215,87,10,2025-03-26 11:34:00,2025-03-26 17:35:12,Hardware,Docking Station,Medium,Closed,Email,6.02,24,1,5
TKT-00216,218,11,2025-02-19 15:53:00,2025-02-20 09:08:00,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,17.25,24,1,5
TKT-00217,378,5,2025-09-29 07:44:00,2025-09-29 17:55:24,Software,Application Crash,Medium,Resolved,Phone,10.19,24,1,5
TKT-00218,400,11,2025-12-31 14:27:00,2025-12-31 16:25:12,Hardware,Keyboard/Mouse,High,Resolved,Phone,1.97,8,1,4
TKT-00219,191,12,2025-03-19 10:06:00,2025-03-21 02:47:24,Hardware,Docking Station,Low,Resolved,Phone,40.69,48,1,3
TKT-00220,418,11,2025-04-08 09:17:00,2025-04-08 10:20:36,Account Access,MFA Issue,High,Closed,Portal,1.06,8,1,4
TKT-00221,442,12,2025-12-02 10:51:00,2025-12-03 18:35:24,Software,Software Installation,Medium,Resolved,Portal,31.74,24,0,1
TKT-00222,420,2,2025-09-16 11:27:00,2025-09-16 19:39:36,Security,Lost/Stolen Device,Medium,Closed,Phone,8.21,24,1,5
TKT-00223,100,2,2025-01-24 13:46:00,2025-01-24 23:30:24,Printing,Printer Offline,Medium,Resolved,Phone,9.74,24,1,5
TKT-00224,15,7,2025-12-18 09:42:00,2025-12-19 07:23:24,Software,Application Access,Medium,Resolved,Email,21.69,24,1,5
TKT-00225,116,10,2025-09-22 14:19:00,2025-09-22 20:29:12,Hardware,Docking Station,High,Resolved,Portal,6.17,8,1,5
TKT-00226,271,1,2026-04-01 13:27:00,2026-04-02 03:25:48,Software,Software Installation,Medium,Resolved,Portal,13.98,24,1,5
TKT-00227,342,11,2025-12-15 19:34:00,2025-12-16 03:54:24,Hardware,Monitor Issue,Critical,Resolved,Email,8.34,4,0,4
TKT-00228,408,9,2026-02-25 17:42:00,2026-02-25 20:38:24,Security,Phishing Report,Medium,Resolved,Portal,2.94,24,1,3
TKT-00229,337,5,2025-03-04 16:55:00,2025-03-04 17:40:36,Account Access,Password Reset,High,Closed,Portal,0.76,8,1,4
TKT-00230,258,12,2026-02-16 08:06:00,2026-02-16 16:12:00,Account Access,MFA Issue,Medium,Closed,Portal,8.10,24,1,4
TKT-00231,415,7,2026-06-25 17:36:00,2026-06-25 21:12:36,Account Access,Locked Account,Medium,Resolved,Email,3.61,24,1,5
TKT-00232,347,5,2025-08-28 10:41:00,2025-08-28 20:38:36,Hardware,Laptop Won't Start,Medium,Resolved,Portal,9.96,24,1,4
TKT-00233,151,1,2026-01-07 09:14:00,2026-01-07 16:20:36,Network,No Internet Access,Medium,Resolved,Portal,7.11,24,1,5
TKT-00234,274,12,2025-09-04 16:27:00,2025-09-04 19:57:36,Network,Wi-Fi Connectivity,High,Resolved,Portal,3.51,8,1,5
TKT-00235,441,11,2025-03-21 13:16:00,2025-03-23 22:18:24,Network,VPN Connection,Medium,Resolved,Walk-up,57.04,24,0,2
TKT-00236,72,6,2026-06-29 16:43:00,2026-06-29 23:28:36,Network,DNS Resolution,Medium,Closed,Walk-up,6.76,24,1,3
TKT-00237,38,7,2026-06-25 16:37:00,2026-06-26 05:39:24,Account Access,Locked Account,Low,Resolved,Email,13.04,48,1,4
TKT-00238,64,5,2025-08-01 10:39:00,2025-08-03 13:51:00,Software,Browser Issue,Low,Resolved,Portal,51.20,48,0,4
TKT-00239,427,8,2025-09-10 13:23:00,2025-09-10 13:49:24,Account Access,Password Reset,High,Resolved,Portal,0.44,8,1,5
TKT-00240,172,11,2025-01-14 09:45:00,2025-01-14 17:08:24,Hardware,Keyboard/Mouse,Medium,Resolved,Email,7.39,24,1,5
TKT-00241,123,9,2026-02-25 17:54:00,2026-02-25 18:41:24,Security,Phishing Report,Critical,Resolved,Phone,0.79,4,1,5
TKT-00242,10,1,2025-04-21 12:30:00,2025-04-22 07:41:24,Network,Slow Network,Medium,Resolved,Portal,19.19,24,1,5
TKT-00243,495,8,2026-05-15 16:06:00,2026-05-15 17:36:00,Account Access,Password Reset,Medium,Resolved,Email,1.50,24,1,3
TKT-00244,19,3,2026-08-12 17:57:00,2026-08-12 23:03:36,Account Access,Password Reset,Medium,Resolved,Portal,5.11,24,1,5
TKT-00245,478,5,2026-08-07 10:37:00,2026-08-07 14:00:24,Software,Application Access,High,Resolved,Walk-up,3.39,8,1,5
TKT-00246,79,1,2026-06-19 08:01:00,2026-06-19 09:51:24,Security,Suspicious Email,High,Closed,Portal,1.84,8,1,4
TKT-00247,220,4,2026-08-10 18:15:00,2026-08-13 12:42:36,Network,VPN Connection,Medium,Resolved,Email,66.46,24,0,1
TKT-00248,449,10,2026-01-21 12:41:00,2026-01-22 07:15:48,Hardware,Laptop Performance,Low,Resolved,Email,18.58,48,1,5
TKT-00249,246,8,2025-01-24 10:36:00,2025-01-24 23:43:48,Account Access,MFA Issue,Medium,Resolved,Portal,13.13,24,1,5
TKT-00250,237,5,2026-07-16 18:18:00,2026-07-17 15:22:12,Software,Software Installation,Medium,Closed,Portal,21.07,24,1,5
TKT-00251,45,7,2025-07-28 11:44:00,2025-07-28 20:39:48,Software,Software Installation,Medium,Resolved,Portal,8.93,24,1,5
TKT-00252,395,5,2026-01-09 16:57:00,2026-01-09 19:39:36,Security,Phishing Report,Critical,Resolved,Email,2.71,4,1,4
TKT-00253,488,3,2025-10-20 07:09:00,2025-10-20 15:51:00,Network,Wi-Fi Connectivity,High,Resolved,Portal,8.70,8,0,4
TKT-00254,77,5,2026-03-19 07:06:00,2026-03-21 02:05:24,Account Access,MFA Issue,Medium,Resolved,Portal,42.99,24,0,1
TKT-00255,231,7,2026-01-23 10:04:00,2026-01-23 13:37:00,Hardware,Laptop Performance,High,Closed,Email,3.55,8,1,5
TKT-00256,58,2,2025-08-12 10:11:00,2025-08-12 20:04:24,Security,Unauthorized Access Concern,High,Resolved,Portal,9.89,8,0,1
TKT-00257,294,1,2026-03-27 11:03:00,2026-03-27 20:49:48,Software,Application Crash,High,Resolved,Portal,9.78,8,0,1
TKT-00258,173,10,2025-07-18 11:14:00,2025-07-19 01:42:48,Software,Microsoft 365 Issue,Medium,Resolved,Portal,14.48,24,1,5
TKT-00259,201,7,2025-01-30 13:21:00,2025-02-02 19:07:12,Hardware,Laptop Performance,Low,Resolved,Portal,77.77,48,0,1
TKT-00260,300,3,2026-08-24 08:21:00,2026-08-24 16:18:00,Account Access,Locked Account,Medium,Resolved,Portal,7.95,24,1,3
TKT-00261,406,2,2025-03-25 11:06:00,2025-03-25 21:49:12,Software,Microsoft 365 Issue,High,Resolved,Email,10.72,8,0,2
TKT-00262,3,6,2026-08-13 13:19:00,2026-08-13 20:31:00,Hardware,Laptop Won't Start,High,Resolved,Portal,7.20,8,1,4
TKT-00263,56,11,2026-05-19 13:55:00,2026-05-19 21:20:48,Software,Microsoft 365 Issue,Medium,Closed,Email,7.43,24,1,5
TKT-00264,195,4,2025-08-27 16:52:00,2025-08-27 18:56:48,Software,Microsoft 365 Issue,High,Closed,Phone,2.08,8,1,4
TKT-00265,173,3,2025-06-17 11:50:00,2025-06-17 12:30:48,Account Access,Password Reset,Medium,Closed,Phone,0.68,24,1,3
TKT-00266,433,11,2025-02-20 15:59:00,2025-02-22 13:05:36,Network,Wi-Fi Connectivity,Medium,Closed,Phone,45.11,24,0,2
TKT-00267,50,12,2025-10-13 11:57:00,2025-10-14 02:15:00,Software,Software Installation,Low,Resolved,Portal,14.30,48,1,5
TKT-00268,396,1,2025-11-19 14:57:00,2025-11-19 18:41:24,Account Access,Permissions Request,Low,Closed,Phone,3.74,48,1,3
TKT-00269,433,9,2026-04-21 10:46:00,2026-04-22 04:17:48,Network,VPN Connection,High,Resolved,Email,17.53,8,0,3
TKT-00270,176,4,2026-07-24 16:29:00,2026-07-25 03:51:48,Printing,Printer Offline,Low,Closed,Email,11.38,48,1,5
TKT-00271,279,1,2025-09-18 11:32:00,2025-09-19 04:03:12,Network,VPN Connection,High,Resolved,Portal,16.52,8,0,3
TKT-00272,292,2,2025-03-04 07:14:00,2025-03-04 14:36:12,Software,Software Installation,Medium,Resolved,Email,7.37,24,1,5
TKT-00273,77,8,2025-07-31 12:54:00,2025-07-31 19:25:48,Account Access,Locked Account,Low,Closed,Portal,6.53,48,1,5
TKT-00274,222,5,2025-05-30 16:46:00,2025-05-31 02:21:24,Software,Microsoft 365 Issue,Medium,Resolved,Portal,9.59,24,1,5
TKT-00275,421,2,2026-06-25 10:17:00,2026-06-25 15:48:48,Network,DNS Resolution,Medium,Resolved,Portal,5.53,24,1,4
TKT-00276,9,9,2026-01-22 14:28:00,2026-01-23 03:38:48,Hardware,Laptop Performance,Medium,Resolved,Phone,13.18,24,1,4
TKT-00277,393,5,2025-09-17 13:49:00,2025-09-18 12:19:36,Network,Wi-Fi Connectivity,Medium,Closed,Portal,22.51,24,1,4
TKT-00278,280,9,2026-01-29 15:30:00,2026-01-29 16:37:48,Software,Application Crash,High,Resolved,Portal,1.13,8,1,5
TKT-00279,131,5,2025-01-27 15:53:00,2025-01-28 03:29:00,Network,VPN Connection,High,Resolved,Walk-up,11.60,8,0,1
TKT-00280,295,4,2026-05-27 15:54:00,2026-05-28 15:07:12,Network,Slow Network,Medium,Resolved,Portal,23.22,24,1,5
TKT-00281,21,9,2025-10-01 08:53:00,2025-10-01 22:50:36,Hardware,Laptop Won't Start,Medium,Resolved,Email,13.96,24,1,4
TKT-00282,302,12,2025-10-16 10:04:00,2025-10-17 08:49:36,Network,VPN Connection,Medium,Resolved,Phone,22.76,24,1,5
TKT-00283,91,1,2025-01-27 17:25:00,2025-01-28 00:28:00,Account Access,Password Reset,Low,Closed,Portal,7.05,48,1,5
TKT-00284,69,7,2025-06-11 11:45:00,2025-06-11 16:24:36,Software,Application Access,High,Resolved,Portal,4.66,8,1,5
TKT-00285,304,12,2025-10-13 10:39:00,2025-10-14 21:42:00,Account Access,Password Reset,Medium,Resolved,Portal,35.05,24,0,3
TKT-00286,225,2,2025-07-24 14:32:00,2025-07-24 21:29:36,Network,Wi-Fi Connectivity,Medium,Resolved,Phone,6.96,24,1,5
TKT-00287,268,1,2025-04-17 13:11:00,2025-04-17 17:16:24,Account Access,MFA Issue,High,Resolved,Portal,4.09,8,1,4
TKT-00288,352,12,2026-02-16 07:07:00,2026-02-16 16:16:36,Network,Slow Network,Medium,Resolved,Portal,9.16,24,1,3
TKT-00289,492,3,2026-06-19 09:09:00,2026-06-19 11:10:12,Account Access,Password Reset,Medium,Resolved,Portal,2.02,24,1,5
TKT-00290,114,3,2025-10-27 10:25:00,2025-10-27 16:31:36,Hardware,Monitor Issue,Medium,Resolved,Portal,6.11,24,1,4
TKT-00291,324,2,2025-05-09 09:38:00,2025-05-11 13:10:24,Hardware,Laptop Performance,Medium,Closed,Phone,51.54,24,0,1
TKT-00292,407,10,2025-10-14 18:32:00,2025-10-15 06:29:36,Hardware,Keyboard/Mouse,Medium,Resolved,Email,11.96,24,1,4
TKT-00293,473,10,2026-08-21 13:21:00,2026-08-21 16:40:48,Account Access,MFA Issue,Medium,Resolved,Portal,3.33,24,1,3
TKT-00294,468,7,2025-10-24 12:17:00,2025-10-24 22:38:00,Account Access,Permissions Request,Low,Resolved,Email,10.35,48,1,5
TKT-00295,185,1,2025-08-12 12:53:00,2025-08-12 16:32:00,Account Access,MFA Issue,High,Resolved,Portal,3.65,8,1,5
TKT-00296,16,8,2025-11-25 13:02:00,2025-11-25 17:58:24,Printing,Printer Offline,Medium,Resolved,Email,4.94,24,1,5
TKT-00297,55,2,2026-03-24 12:13:00,2026-03-24 15:16:36,Software,Microsoft 365 Issue,High,Resolved,Portal,3.06,8,1,4
TKT-00298,386,6,2025-06-26 10:04:00,2025-06-26 18:10:00,Printing,Print Queue Stuck,Medium,Closed,Email,8.10,24,1,5
TKT-00299,134,3,2026-08-25 11:32:00,2026-08-25 17:28:24,Hardware,Keyboard/Mouse,High,Resolved,Portal,5.94,8,1,5
TKT-00300,109,2,2025-01-24 10:41:00,2025-01-24 15:08:36,Network,Wi-Fi Connectivity,High,Resolved,Phone,4.46,8,1,5
TKT-00301,463,4,2025-09-23 08:22:00,2025-09-23 11:07:00,Software,Microsoft 365 Issue,High,Resolved,Walk-up,2.75,8,1,4
TKT-00302,250,4,2026-02-06 08:42:00,2026-02-06 10:18:00,Security,Lost/Stolen Device,High,Resolved,Portal,1.60,8,1,5
TKT-00303,178,12,2025-09-29 08:48:00,2025-09-30 08:22:12,Hardware,Keyboard/Mouse,Medium,Resolved,Phone,23.57,24,1,4
TKT-00304,93,2,2025-01-21 17:48:00,2025-01-22 07:08:24,Hardware,Laptop Performance,Medium,Resolved,Phone,13.34,24,1,5
TKT-00305,176,12,2025-06-25 14:42:00,2025-06-25 19:04:12,Printing,Print Queue Stuck,Medium,Resolved,Walk-up,4.37,24,1,4
TKT-00306,472,12,2026-07-30 08:29:00,2026-07-30 11:10:24,Security,Suspicious Email,Critical,Resolved,Phone,2.69,4,1,4
TKT-00307,274,7,2025-11-06 11:45:00,2025-11-07 11:47:24,Hardware,Monitor Issue,Low,Resolved,Walk-up,24.04,48,1,4
TKT-00308,277,11,2025-02-05 15:08:00,2025-02-06 03:09:48,Security,Suspicious Email,High,Resolved,Portal,12.03,8,0,2
TKT-00309,425,2,2025-07-28 08:50:00,2025-07-30 13:57:12,Hardware,Laptop Performance,Medium,Resolved,Portal,53.12,24,0,2
TKT-00310,222,8,2026-03-06 14:33:00,2026-03-06 20:27:36,Account Access,Locked Account,High,Resolved,Portal,5.91,8,1,4
TKT-00311,415,5,2025-02-27 10:57:00,2025-02-28 20:16:48,Software,Application Crash,Medium,Resolved,Email,33.33,24,0,2
TKT-00312,78,6,2025-04-18 16:35:00,2025-04-19 00:53:36,Software,Software Installation,Medium,Resolved,Walk-up,8.31,24,1,3
TKT-00313,444,2,2026-04-02 10:29:00,2026-04-04 08:44:00,Software,Application Access,Medium,Resolved,Walk-up,46.25,24,0,3
TKT-00314,222,2,2025-08-19 12:49:00,2025-08-19 20:55:00,Software,Application Crash,Medium,Closed,Email,8.10,24,1,4
TKT-00315,144,7,2026-03-10 19:58:00,2026-03-10 23:00:24,Hardware,Docking Station,High,Resolved,Email,3.04,8,1,3
TKT-00316,195,6,2025-03-25 11:19:00,2025-03-26 17:35:12,Hardware,Docking Station,Low,Resolved,Portal,30.27,48,1,4
TKT-00317,345,2,2025-10-03 19:17:00,2025-10-03 22:41:36,Software,Software Installation,High,Resolved,Phone,3.41,8,1,4
TKT-00318,392,10,2025-03-13 13:32:00,2025-03-13 21:35:00,Security,Lost/Stolen Device,Medium,Resolved,Portal,8.05,24,1,4
TKT-00319,125,4,2025-12-25 09:13:00,2025-12-25 22:11:12,Network,DNS Resolution,High,Resolved,Email,12.97,8,0,3
TKT-00320,49,2,2026-06-05 13:18:00,2026-06-05 20:09:36,Hardware,Keyboard/Mouse,Medium,Resolved,Portal,6.86,24,1,5
TKT-00321,424,12,2026-05-13 13:22:00,2026-05-14 06:42:24,Network,DNS Resolution,High,Resolved,Phone,17.34,8,0,3
TKT-00322,379,2,2025-10-01 12:28:00,2025-10-02 01:30:24,Hardware,Monitor Issue,High,Resolved,Portal,13.04,8,0,2
TKT-00323,45,4,2026-06-03 09:15:00,2026-06-03 10:37:12,Account Access,Password Reset,High,Closed,Portal,1.37,8,1,5
TKT-00324,20,10,2026-06-19 07:24:00,2026-06-19 10:57:36,Software,Microsoft 365 Issue,Medium,Resolved,Email,3.56,24,1,4
TKT-00325,362,6,2025-06-25 18:41:00,2025-06-26 01:13:24,Printing,Driver Issue,Medium,Closed,Portal,6.54,24,1,4
TKT-00326,288,8,2026-05-14 10:43:00,2026-05-14 12:34:36,Network,Wi-Fi Connectivity,Critical,Resolved,Email,1.86,4,1,5
TKT-00327,256,9,2025-07-22 16:26:00,2025-07-23 08:01:24,Account Access,Password Reset,High,Resolved,Walk-up,15.59,8,0,3
TKT-00328,337,1,2025-05-21 13:45:00,2025-05-21 17:13:48,Account Access,Password Reset,Medium,Resolved,Email,3.48,24,1,4
TKT-00329,210,2,2025-02-27 12:14:00,2025-02-27 17:43:24,Account Access,Locked Account,Medium,Resolved,Portal,5.49,24,1,5
TKT-00330,69,2,2025-09-02 17:38:00,2025-09-02 21:49:24,Software,Browser Issue,High,Resolved,Email,4.19,8,1,4
TKT-00331,389,8,2025-03-07 07:20:00,2025-03-07 21:29:00,Account Access,Password Reset,High,Resolved,Portal,14.15,8,0,3
TKT-00332,38,4,2026-04-07 11:25:00,2026-04-08 09:13:36,Software,Application Access,Medium,Resolved,Email,21.81,24,1,4
TKT-00333,322,6,2026-03-19 11:12:00,2026-03-21 14:38:24,Hardware,Laptop Performance,Medium,Closed,Portal,51.44,24,0,3
TKT-00334,380,7,2025-08-05 10:22:00,2025-08-05 11:58:36,Account Access,Password Reset,Medium,Resolved,Portal,1.61,24,1,5
TKT-00335,243,12,2025-12-04 09:28:00,2025-12-06 00:59:12,Hardware,Monitor Issue,Medium,Resolved,Portal,39.52,24,0,2
TKT-00336,366,9,2026-06-08 12:59:00,2026-06-10 07:47:36,Network,VPN Connection,Medium,Closed,Portal,42.81,24,0,2
TKT-00337,319,7,2025-09-05 12:54:00,2025-09-06 07:07:12,Software,Microsoft 365 Issue,High,Resolved,Portal,18.22,8,0,2
TKT-00338,58,1,2025-05-08 16:30:00,2025-05-09 06:12:00,Software,Application Crash,Medium,Resolved,Email,13.70,24,1,4
TKT-00339,392,6,2025-09-03 13:16:00,2025-09-04 00:44:48,Software,Microsoft 365 Issue,High,Resolved,Portal,11.48,8,0,1
TKT-00340,28,3,2025-10-28 13:01:00,2025-10-28 14:54:24,Account Access,Locked Account,High,Resolved,Email,1.89,8,1,5
TKT-00341,167,6,2025-05-28 14:51:00,2025-05-28 19:54:36,Network,Wi-Fi Connectivity,High,Resolved,Portal,5.06,8,1,4
TKT-00342,454,6,2026-08-21 08:43:00,2026-08-21 12:35:12,Network,VPN Connection,High,Resolved,Walk-up,3.87,8,1,4
TKT-00343,371,9,2026-07-01 10:34:00,2026-07-01 13:00:24,Network,No Internet Access,High,Resolved,Phone,2.44,8,1,3
TKT-00344,100,6,2025-12-08 12:22:00,2025-12-09 03:34:36,Security,Malware Alert,Medium,Closed,Portal,15.21,24,1,4
TKT-00345,282,10,2025-10-27 10:08:00,2025-10-27 12:07:24,Account Access,Password Reset,Medium,Resolved,Email,1.99,24,1,5
TKT-00346,359,3,2025-04-08 13:16:00,2025-04-08 22:24:24,Account Access,Password Reset,Low,Closed,Portal,9.14,48,1,4
TKT-00347,290,2,2026-03-11 10:32:00,2026-03-12 04:45:48,Software,Application Access,High,Resolved,Email,18.23,8,0,1
TKT-00348,354,2,2025-12-22 12:26:00,2025-12-22 17:05:36,Security,Lost/Stolen Device,High,Closed,Walk-up,4.66,8,1,4
TKT-00349,172,11,2026-05-19 12:58:00,2026-05-21 07:05:48,Printing,Print Queue Stuck,Medium,Resolved,Email,42.13,24,0,4
TKT-00350,279,5,2025-12-30 15:12:00,2025-12-31 03:33:36,Security,Phishing Report,Medium,Resolved,Walk-up,12.36,24,1,4
TKT-00351,27,11,2025-08-08 17:03:00,2025-08-09 07:43:48,Hardware,Battery/Power,Medium,Resolved,Phone,14.68,24,1,4
TKT-00352,414,1,2025-04-15 09:00:00,2025-04-15 16:22:12,Network,No Internet Access,Medium,Closed,Email,7.37,24,1,5
TKT-00353,363,7,2026-02-04 10:34:00,2026-02-04 15:27:24,Security,Suspicious Email,High,Resolved,Walk-up,4.89,8,1,5
TKT-00354,213,4,2025-12-01 15:17:00,2025-12-01 23:47:36,Printing,Printer Offline,Medium,Closed,Portal,8.51,24,1,5
TKT-00355,235,12,2025-07-21 18:56:00,2025-07-23 00:30:48,Network,No Internet Access,Medium,Resolved,Phone,29.58,24,0,2
TKT-00356,141,2,2026-01-08 08:04:00,2026-01-08 10:00:24,Account Access,MFA Issue,Medium,Resolved,Email,1.94,24,1,4
TKT-00357,140,7,2026-05-12 11:50:00,2026-05-12 14:06:12,Network,Wi-Fi Connectivity,High,Closed,Phone,2.27,8,1,4
TKT-00358,136,1,2025-11-11 13:13:00,2025-11-11 21:19:00,Security,Malware Alert,Medium,Closed,Portal,8.10,24,1,4
TKT-00359,274,1,2025-05-06 10:59:00,2025-05-06 18:15:48,Software,Software Installation,High,Resolved,Portal,7.28,8,1,4
TKT-00360,409,2,2025-12-16 08:33:00,2025-12-18 17:30:00,Account Access,Password Reset,Low,Closed,Phone,56.95,48,0,2
TKT-00361,134,10,2026-04-22 12:58:00,2026-04-22 18:43:36,Security,Suspicious Email,Medium,Resolved,Portal,5.76,24,1,5
TKT-00362,494,12,2026-07-09 12:56:00,2026-07-09 22:45:12,Printing,Printer Offline,Medium,Resolved,Walk-up,9.82,24,1,4
TKT-00363,259,1,2025-10-28 15:25:00,2025-10-29 16:46:00,Software,Application Access,Medium,Resolved,Portal,25.35,24,0,4
TKT-00364,237,10,2025-05-29 14:48:00,2025-05-29 16:22:12,Account Access,Password Reset,High,Resolved,Phone,1.57,8,1,4
TKT-00365,292,8,2025-05-05 15:38:00,2025-05-05 20:29:00,Software,Browser Issue,Medium,Resolved,Phone,4.85,24,1,4
TKT-00366,365,2,2026-05-19 10:39:00,2026-05-19 14:28:12,Network,Wi-Fi Connectivity,High,Resolved,Portal,3.82,8,1,4
TKT-00367,286,10,2026-04-21 09:12:00,2026-04-21 15:54:36,Network,VPN Connection,Medium,Closed,Portal,6.71,24,1,4
TKT-00368,473,9,2025-03-21 07:30:00,2025-03-22 13:46:48,Network,VPN Connection,Low,Resolved,Portal,30.28,48,1,3
TKT-00369,185,4,2025-03-21 19:02:00,2025-03-22 04:53:00,Printing,Driver Issue,High,Closed,Portal,9.85,8,0,2
TKT-00370,384,6,2025-06-05 10:33:00,2025-06-05 23:50:24,Account Access,MFA Issue,Medium,Resolved,Portal,13.29,24,1,4
TKT-00371,500,11,2026-01-30 13:13:00,2026-01-30 20:59:12,Network,VPN Connection,High,Resolved,Portal,7.77,8,1,5
TKT-00372,348,11,2025-12-26 08:50:00,2025-12-26 14:41:36,Printing,Driver Issue,Medium,Closed,Portal,5.86,24,1,5
TKT-00373,419,5,2026-04-22 13:55:00,2026-04-23 20:01:00,Printing,Driver Issue,Low,Resolved,Walk-up,30.10,48,1,5
TKT-00374,187,4,2025-04-11 08:42:00,2025-04-11 09:21:00,Account Access,Password Reset,High,Resolved,Portal,0.65,8,1,5
TKT-00375,447,6,2026-07-23 14:46:00,2026-07-24 06:08:12,Hardware,Laptop Performance,Medium,Closed,Email,15.37,24,1,5
TKT-00376,31,7,2025-12-19 14:14:00,2025-12-20 09:01:24,Network,Wi-Fi Connectivity,Medium,Resolved,Email,18.79,24,1,5
TKT-00377,325,3,2025-03-24 15:44:00,2025-03-24 23:14:36,Hardware,Docking Station,Medium,Resolved,Email,7.51,24,1,5
TKT-00378,31,10,2025-02-28 13:52:00,2025-03-01 02:06:24,Account Access,Password Reset,High,Resolved,Portal,12.24,8,0,2
TKT-00379,86,11,2025-11-19 13:40:00,2025-11-19 20:19:36,Software,Browser Issue,High,Resolved,Phone,6.66,8,1,4
TKT-00380,43,10,2026-08-03 16:39:00,2026-08-03 23:04:12,Account Access,Permissions Request,Medium,Closed,Email,6.42,24,1,5
TKT-00381,293,3,2025-12-12 13:58:00,2025-12-13 04:59:12,Network,VPN Connection,Medium,Resolved,Portal,15.02,24,1,5
TKT-00382,350,3,2025-06-26 15:54:00,2025-06-27 00:49:48,Network,VPN Connection,High,Resolved,Portal,8.93,8,0,2
